Date;Open;High;Low;Close;Adj Close;Volume;Average
08-07-2004;15.860.000;16.360.001;15.500.000;16.200.001;16.200.001;0;16030000,5
09-07-2004;16.010.000;16.030.001;15.710.000;15.780.000;15.780.000;0;15895000
12-07-2004;15.250.000;15.610.000;14.610.000;14.960.000;14.960.000;0;15105000
13-07-2004;14.860.000;15.080.000;14.280.000;14.460.000;14.460.000;0;14660000
14-07-2004;14.900.000;16.590.000;13.340.000;13.760.000;13.760.000;0;14330000
15-07-2004;13.940.000;14.730.000;13.600.000;14.710.000;14.710.000;0;14325000
16-07-2004;14.270.000;14.580.000;13.950.000;14.340.000;14.340.000;0;14305000
19-07-2004;15.170.000;15.830.000;14.860.000;15.170.000;15.170.000;0;15170000
20-07-2004;15.530.000;15.570.000;13.980.000;14.170.000;14.170.000;0;14850000
21-07-2004;14.000.000;16.459.999;13.910.000;16.410.000;16.410.000;0;15205000
22-07-2004;16.650.000;17.100.000;15.290.000;15.750.000;15.750.000;0;16200000
23-07-2004;15.820.000;16.940.001;15.820.000;16.500.000;16.500.000;0;16160000
26-07-2004;17.219.999;17.930.000;16.980.000;17.299.999;17.299.999;0;17259999
27-07-2004;17.240.000;17.340.000;16.299.999;16.549.999;16.549.999;0;16894999,5
28-07-2004;16.770.000;17.410.000;15.940.000;16.150.000;16.150.000;0;16460000
29-07-2004;16.000.000;16.120.001;15.420.000;15.680.000;15.680.000;0;15840000
30-07-2004;15.850.000;15.890.000;15.270.000;15.320.000;15.320.000;0;15585000
02-08-2004;16.420.000;16.580.000;15.220.000;15.370.000;15.370.000;0;15895000
03-08-2004;15.560.000;16.049.999;15.280.000;16.030.001;16.030.001;0;15795000,5
04-08-2004;16.330.000;16.650.000;15.820.000;16.209.999;16.209.999;0;16269999,5
05-08-2004;16.190.001;18.410.000;16.170.000;18.320.000;18.320.000;0;17255000,5
06-08-2004;18.209.999;19.680.000;18.180.000;19.340.000;19.340.000;0;18774999,5
09-08-2004;19.969.999;19.969.999;18.629.999;18.889.999;18.889.999;0;19429999
10-08-2004;18.799.999;18.860.001;17.250.000;17.469.999;17.469.999;0;18134999
11-08-2004;18.150.000;18.490.000;17.840.000;18.040.001;18.040.001;0;18095000,5
12-08-2004;18.610.001;19.299.999;18.360.001;19.080.000;19.080.000;0;18845000,5
13-08-2004;18.910.000;19.250.000;17.969.999;17.980.000;17.980.000;0;18445000
16-08-2004;19.280.001;19.280.001;17.420.000;17.570.000;17.570.000;0;18425000,5
17-08-2004;16.580.000;17.280.001;16.160.000;17.020.000;17.020.000;0;16800000
18-08-2004;17.549.999;17.549.999;16.129.999;16.230.000;16.230.000;0;16889999,5
19-08-2004;16.540.001;17.549.999;16.309.999;16.959.999;16.959.999;0;16750000
20-08-2004;16.990.000;17.040.001;15.780.000;16.000.000;16.000.000;0;16495000
23-08-2004;16.680.000;16.709.999;15.790.000;15.880.000;15.880.000;0;16280000
24-08-2004;15.630.000;15.810.000;15.330.000;15.330.000;15.330.000;0;15480000
25-08-2004;15.400.000;15.760.000;14.810.000;14.980.000;14.980.000;0;15190000
26-08-2004;15.220.000;15.220.000;14.760.000;14.910.000;14.910.000;0;15065000
27-08-2004;14.910.000;15.020.000;14.670.000;14.710.000;14.710.000;0;14810000
30-08-2004;15.350.000;15.580.000;15.300.000;15.440.000;15.440.000;0;15395000
31-08-2004;15.640.000;15.850.000;15.280.000;15.290.000;15.290.000;0;15465000
01-09-2004;15.390.000;15.390.000;14.720.000;14.910.000;14.910.000;0;15150000
02-09-2004;14.970.000;15.050.000;14.180.000;14.280.000;14.280.000;0;14625000
03-09-2004;14.360.000;14.380.000;13.790.000;13.910.000;13.910.000;0;14135000
07-09-2004;14.520.000;14.640.000;14.030.000;14.070.000;14.070.000;0;14295000
08-09-2004;14.160.000;14.310.000;13.880.000;14.060.000;14.060.000;0;14110000
09-09-2004;14.120.000;14.410.000;13.700.000;14.010.000;14.010.000;0;14065000
10-09-2004;13.900.000;14.230.000;13.690.000;13.760.000;13.760.000;0;13830000
13-09-2004;13.640.000;13.780.000;13.160.000;13.170.000;13.170.000;0;13405000
14-09-2004;13.500.000;13.890.000;13.500.000;13.560.000;13.560.000;0;13530000
15-09-2004;13.880.000;14.670.000;13.680.000;14.640.000;14.640.000;0;14260000
16-09-2004;14.290.000;14.660.000;14.270.000;14.390.000;14.390.000;0;14340000
17-09-2004;14.110.000;14.430.000;13.930.000;14.030.000;14.030.000;0;14070000
20-09-2004;13.980.000;15.290.000;13.980.000;14.430.000;14.430.000;0;14205000
21-09-2004;15.980.000;15.980.000;13.380.000;13.660.000;13.660.000;0;14820000
22-09-2004;15.280.000;15.300.000;13.950.000;14.740.000;14.740.000;0;15010000
23-09-2004;14.850.000;15.080.000;14.610.000;14.800.000;14.800.000;0;14825000
24-09-2004;14.930.000;14.940.000;14.080.000;14.280.000;14.280.000;0;14605000
27-09-2004;14.860.000;15.090.000;14.550.000;14.620.000;14.620.000;0;14740000
28-09-2004;14.730.000;14.840.000;13.690.000;13.830.000;13.830.000;0;14280000
29-09-2004;14.090.000;14.140.000;13.200.000;13.210.000;13.210.000;0;13650000
30-09-2004;13.490.000;13.670.000;13.200.000;13.340.000;13.340.000;0;13415000
01-10-2004;13.110.000;13.110.000;12.600.000;12.750.000;12.750.000;0;12930000
04-10-2004;13.050.000;13.450.000;12.990.000;13.410.000;13.410.000;0;13230000
05-10-2004;13.510.000;14.190.000;13.510.000;13.950.000;13.950.000;0;13730000
06-10-2004;14.010.000;14.100.000;13.240.000;13.280.000;13.280.000;0;13645000
07-10-2004;13.330.000;14.660.000;13.320.000;14.500.000;14.500.000;0;13915000
08-10-2004;14.700.000;15.520.000;13.780.000;15.050.000;15.050.000;0;14875000
11-10-2004;14.690.000;15.270.000;14.280.000;14.710.000;14.710.000;0;14700000
12-10-2004;15.210.000;15.690.000;14.910.000;15.050.000;15.050.000;0;15130000
13-10-2004;13.920.000;15.630.000;13.920.000;15.420.000;15.420.000;0;14670000
14-10-2004;15.220.000;16.559.999;15.220.000;16.430.000;16.430.000;0;15825000
15-10-2004;16.280.001;16.490.000;14.720.000;15.040.000;15.040.000;0;15660000,5
18-10-2004;16.160.000;16.160.000;14.640.000;14.710.000;14.710.000;0;15435000
19-10-2004;16.320.000;16.320.000;14.320.000;15.130.000;15.130.000;0;15725000
20-10-2004;15.460.000;15.530.000;14.800.000;14.850.000;14.850.000;0;15155000
21-10-2004;14.980.000;15.190.000;14.280.000;14.540.000;14.540.000;0;14760000
22-10-2004;14.590.000;15.410.000;14.310.000;15.280.000;15.280.000;0;14935000
25-10-2004;16.070.000;16.709.999;16.020.000;16.580.000;16.580.000;0;16325000
26-10-2004;16.719.999;16.870.001;15.970.000;16.389.999;16.389.999;0;16554999
27-10-2004;16.480.000;16.530.001;15.660.000;15.720.000;15.720.000;0;16100000
28-10-2004;16.020.000;16.049.999;15.360.000;15.390.000;15.390.000;0;15705000
29-10-2004;15.830.000;16.290.001;14.960.000;16.270.000;16.270.000;0;16050000
01-11-2004;16.430.000;16.760.000;16.180.000;16.270.000;16.270.000;0;16350000
02-11-2004;15.990.000;16.320.000;15.210.000;16.180.000;16.180.000;0;16085000
03-11-2004;15.050.000;15.180.000;13.790.000;14.040.000;14.040.000;0;14545000
04-11-2004;13.830.000;14.020.000;12.950.000;13.970.000;13.970.000;0;13900000
